       mol;    enlace;       Std;       Dip;      Dip2;       Hyd;      Pols;       Mol;       Pol;       Van;       Gas;       Ato;        r2;      pi2h;       b2h;       b2o;       l16
     238.0;       5.0;      1.22;       2.4;       2.4;  0.020133;     17.07;    1.8905;  1.019667;  2.116667;  -0.17771; 20.002667;    -0.041;  0.428333;  0.238333;  0.241667;     0.696
     238.0;       6.0;      1.46;       0.0;       0.0; -0.047433;       0.0;  2.838667;  1.082667;  1.133333;  0.132378;  8.007333;      0.06;     0.092; -0.095667; -0.097333;     0.409
     238.0;       7.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667;  0.027957; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     238.0;       8.0;      1.34;       0.0;       1.4; -0.116617;     6.445;  2.270667;     1.147;  1.366667; -0.082199; 11.007167;     0.083;  0.145167;    0.1605;      0.15;     0.495
     238.0;       9.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.034416;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     238.0;      10.0;       1.4;       0.0;       0.0;  0.160717;       0.0;     2.863;      1.58;  1.416667; -0.000156; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     238.0;      11.0;      1.71;      1.56;      1.47;  0.771167;       0.0;     7.041;     2.947;  2.366667; -0.063009; 39.456667;     0.083;  0.115667;       0.0;       0.0;     0.877
     238.0;      12.0;       1.4;       0.0;       0.0;  0.160717;       0.0;     2.863;      1.58;  1.416667;   0.04283; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     238.0;      13.0;      1.34;       0.0;       1.4;   -0.0829;     6.445;     2.776;     1.463;      1.65; -0.101586;    13.009;     0.057;    0.1365;     0.166;     0.156;    0.5215
     239.0;       1.0;       0.0;       0.0;       0.0;   0.21615;       0.0;    3.7545;    1.5915;      2.55; -0.044733;   18.0165;    -0.104;    -0.075;     0.007;       0.0;    0.5705
     239.0;       2.0;      1.45;      0.68;       0.0; -0.020717;       0.0;    2.9205;  0.981167;  1.416667;  0.084964; 10.009167;       0.0;  0.058333; -0.095667; -0.097333;    0.4505
     239.0;       3.0;      1.22;       2.4;       2.4; -0.245367;     17.07;     1.669;  1.019667;  2.116667;    -0.202; 20.002667;    -0.041;  0.428333;  0.238333;  0.241667;     0.696
     239.0;       4.0;       1.4;       0.4;      0.45; -0.447567;     6.015;    2.7555;  0.932667;  1.366667;  -0.10336; 11.007167;     0.069;  0.190833;  0.174833;  0.174167;     0.485
     239.0;       5.0;      1.32;       0.4;      0.45; -0.423167;     6.015;  1.996833;  0.835667;  1.366667; -0.165271; 11.007167;  0.098667;    0.1445;  0.274167;  0.278167;  0.433667
     239.0;       6.0;      1.45;       0.0;       0.0; -0.094167;       0.0;  2.154333;  0.884167;  1.416667;  0.007687; 10.009167;  0.029667;     0.012;  0.003667;  0.006667;  0.399167
     239.0;       7.0;      1.45;       0.0;       0.0;  0.003683;       0.0;  2.161833;  0.884167;  1.416667;  0.000521; 10.009167;  0.029667;     0.012;  0.003667;  0.006667;  0.399167
     239.0;       8.0;      1.45;      0.68;       0.0;  0.019533;       0.0;  2.413667;    1.1625;  1.416667; -0.017599; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
     239.0;       9.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.043384; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     239.0;      10.0;       1.4;       0.0;       0.0;  0.090667;       0.0;  2.339333;     1.264;  1.133333; -0.026432;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     239.0;      11.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.060321;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     239.0;      12.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.061962;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     239.0;      13.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.060048;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     239.0;      14.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.041455; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     239.0;      15.0;      1.46;      0.68;       0.0;    0.0851;       0.0;  2.030333;  0.985667;  1.133333; -0.008662;  8.007333;  0.089667;  0.045667;  0.003667;  0.006667;  0.357667
     239.0;      16.0;      1.46;      0.68;       0.0;    0.0851;       0.0;  2.030333;  0.985667;  1.133333; -0.009754;  8.007333;  0.089667;  0.045667;  0.003667;  0.006667;  0.357667
     239.0;      17.0;      1.45;       0.0;       0.0;  0.111817;       0.0;  2.112167;  0.884167;  1.416667; -0.006996; 10.009167;  0.029667;     0.012;  0.003667;  0.006667;  0.399167
     239.0;      18.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.042685; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     239.0;      19.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.042685; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     239.0;      20.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.060197;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     239.0;      21.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7;  -0.06211;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     239.0;      22.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7;  -0.06211;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     239.0;      23.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.060197;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     240.0;       1.0;       0.0;       0.4;      0.45;   -0.5583;     6.015;    3.8395;     1.543;       2.5; -0.172402;   19.0145;    -0.035;    0.0575;    0.2775;    0.2715;     0.605
     240.0;       2.0;       0.0;       0.4;      0.45;  -0.45655;     6.015;     2.463;    1.0125;      1.65; -0.126822;    13.009;     0.069;    0.1325;    0.2705;    0.2715;    0.5335
     240.0;       3.0;      1.45;      0.68;       0.0; -0.194517;       0.0;    3.0455;  0.981167;  1.416667;  0.088314; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
     240.0;       4.0;      1.22;       2.4;       2.4;  0.020133;     17.07;    1.8905;  1.019667;  2.116667; -0.233991; 20.002667;     0.019;  0.403667;     0.334;     0.339;     0.703
     240.0;       5.0;      1.46;       0.0;       0.0; -0.047433;       0.0;  2.838667;  1.082667;  1.133333;  0.066347;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     240.0;       6.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667;   -0.0161; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     240.0;       7.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667;  0.004875; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     240.0;       8.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.031513;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     240.0;       9.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.044502; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     240.0;      10.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.451949; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
     240.0;      11.0;       1.4;       0.0;       0.0;  0.362467;       0.0;  2.568667;     1.264;  1.133333;  0.104851;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     240.0;      12.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.451704; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
     240.0;      13.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;   0.04981; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     241.0;       1.0;       0.0;       0.4;      0.45;  -1.12075;     26.02;    3.6385;    1.4945;      2.45; -0.331937;   20.0125;     0.085;     0.175;     0.481;     0.486;    1.0305
     241.0;       2.0;      1.38;       0.0;       0.0;  -0.12755;       0.0;    2.6205;     1.061;       1.7; -0.008495;    12.011;       0.0;       0.0;       0.0;       0.0;     0.499
     241.0;       3.0;      1.45;      0.68;       0.0;  0.019533;       0.0;  2.413667;    1.1625;  1.416667; -0.013829; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
     241.0;       4.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.004656; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     241.0;       5.0;       1.4;       0.0;       0.0;  0.143833;       0.0;  2.618333;     1.264;  1.133333; -0.006261;  8.007333;      0.16;     0.074;  0.006333;     0.006;     0.456
     241.0;       6.0;      1.34;       0.0;       1.4;   -0.0829;     7.895;     2.776;     1.493;      1.65; -0.177971;    13.009;     0.019;    0.1355;    0.1635;    0.1395;    0.8595
     241.0;       7.0;      1.34;       0.0;       1.4;  -0.06345;     7.895;  2.549667;     1.177;  1.366667; -0.165235; 11.007167;     0.085;  0.150833;  0.164333;    0.1395;     0.873
     241.0;       8.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667; -0.003792; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
     241.0;       9.0;       1.4;       0.0;       0.0;     0.197;       0.0;  2.897333;     1.264;  1.133333;  0.016079;  8.007333;       0.2;  0.080667;  0.012667;     0.012;     0.496
     241.0;      10.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.049081;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     241.0;      11.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.060834;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     241.0;      12.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.057036;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     241.0;      13.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667; -0.025413; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
     242.0;       1.0;       0.0;      0.86;       0.7;   -0.2377;     4.615;    3.2955;    1.3795;     2.475; -0.153858;   20.0105;    -0.097;    0.0175;    0.1125;     0.113;     0.501
     242.0;       2.0;      1.36;      0.86;       0.7; -0.126967;     4.615;    2.2115;  0.769167;  1.341667; -0.131481; 12.003167; -0.030667;    0.0175;  0.036833;  0.038667;      0.05
     242.0;       3.0;      1.22;       2.4;       2.4; -0.245367;     17.07;     1.669;  1.019667;  2.116667;  -0.14918; 20.002667; -0.078667;     0.295;  0.265333;  0.264667;     0.365
     242.0;       4.0;      1.45;      0.68;       0.0; -0.020717;       0.0;    2.9205;  0.981167;  1.416667;  0.145751; 10.009167; -0.037667;    -0.075; -0.068667; -0.074333;    0.1195
     242.0;       5.0;      1.45;       0.0;       0.0;  0.003683;       0.0;  2.161833;  0.884167;  1.416667;  0.090529; 10.009167;  0.029667;     0.012;  0.003667;  0.006667;  0.399167
     242.0;       6.0;      1.45;       0.0;       0.0;  0.003683;       0.0;  2.161833;  0.884167;  1.416667;   0.06478; 10.009167;  0.029667;     0.012;  0.003667;  0.006667;  0.399167
     242.0;       7.0;      1.36;      0.86;       0.7; -0.102567;     4.615;  1.452833;  0.672167;  1.341667; -0.147866; 12.003167;  0.036667;    0.1045;  0.109167;  0.119667;  0.329667
     242.0;       8.0;      1.45;      0.68;       0.0; -0.020717;       0.0;    2.9205;  0.981167;  1.416667;  0.047286; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
     242.0;       9.0;      1.32;       0.9;       1.4; -0.000967;      6.18;     2.883;  0.965667;  1.366667; -0.014968; 11.007167;    0.1185;  0.096167;       0.1;     0.101;    0.0905
     242.0;      10.0;      1.46;       0.0;       0.0; -0.047433;       0.0;  2.838667;  1.082667;  1.133333;   0.03015;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     242.0;      11.0;       0.0;       0.3;       0.0;    0.0576;    10.795;    1.7565;    0.8335;     1.575; -0.240825;    15.003;    0.0655;     0.155;    0.2055;     0.214;    0.0625
     242.0;      12.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.024777; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     242.0;      13.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.024777; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     242.0;      14.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7;  -0.03446;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     242.0;      15.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;   0.02859; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     242.0;      16.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.469593; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
     242.0;      17.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;   0.02859; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     242.0;      18.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7;  -0.03446;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     243.0;       1.0;       0.0;      0.68;       0.0;  0.129853;       0.0;  3.633667;     1.693;  2.266667; -0.055358; 16.014667;    -0.044; -0.041333;     0.007;       0.0;     0.529
     243.0;       2.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.043788; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     243.0;       3.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.024235; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     243.0;       4.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.043788; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     243.0;       5.0;       0.0;      0.68;       0.0;  0.129853;       0.0;  3.633667;     1.693;  2.266667; -0.055358; 16.014667;    -0.044; -0.041333;     0.007;       0.0;     0.529
     243.0;       6.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.024235; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     243.0;       7.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.031339; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     243.0;       8.0;      1.36;      0.86;       0.7; -0.028517;     4.615;  1.875333;    0.9505;  1.341667; -0.204974; 12.003167;     0.067;  0.126167;    0.1055;     0.113;     0.388
     243.0;       9.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.031339; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     243.0;      10.0;      1.33;      0.86;       0.7;   -0.3115;     4.615;    1.9675;     0.849;     1.625; -0.181323;    14.005;     0.007;    0.0925;    0.1055;     0.113;    0.4295
     243.0;      11.0;      1.45;       0.0;       0.0; -0.170117;       0.0;  2.286833;  0.884167;  1.416667;  0.115108; 10.009167;  0.029667;     0.012;  0.003667;  0.006667;  0.399167
     243.0;      12.0;      1.45;       0.0;       0.0; -0.170117;       0.0;  2.286833;  0.884167;  1.416667;  0.082344; 10.009167;  0.029667;     0.012;  0.003667;  0.006667;  0.399167
     243.0;      13.0;      1.36;      0.86;       0.7; -0.102567;     4.615;  1.452833;  0.672167;  1.341667; -0.168742; 12.003167;  0.036667;    0.1045;  0.109167;  0.119667;  0.329667
     243.0;      14.0;       0.0;       0.4;      0.45;  -0.45655;     6.015;     2.463;    1.0125;      1.65; -0.128074;    13.009;     0.069;    0.1325;    0.2705;    0.2715;    0.5335
     243.0;      15.0;       1.4;       0.4;      0.45; -0.447567;     6.015;    2.7555;  0.932667;  1.366667; -0.023063; 11.007167;  0.031333;    0.0575;  0.201833;  0.197167;     0.154
     243.0;      16.0;      1.22;       2.4;       2.4;  0.390533;     17.07;     2.058;  1.019667;  2.116667; -0.088846; 20.002667; -0.078667;     0.295;  0.265333;  0.264667;     0.365
     243.0;      17.0;      1.36;      0.86;       0.7; -0.126967;     4.615;    2.2115;  0.769167;  1.341667; -0.084612; 12.003167; -0.030667;    0.0175;  0.036833;  0.038667;      0.05
     244.0;       1.0;      1.71;      1.56;      1.47;  0.771167;       0.0;     7.041;     2.947;  2.366667; -0.068663; 39.456667;     0.083;  0.115667;       0.0;       0.0;     0.877
     244.0;       2.0;       1.4;       0.0;       0.0;  0.160717;       0.0;     2.863;      1.58;  1.416667; -0.006282; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     244.0;       3.0;       1.4;       0.0;       0.0;     0.127;       0.0;  2.357667;     1.264;  1.133333;  0.013658;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     244.0;       4.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.051789;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     244.0;       5.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.058613;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     244.0;       6.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.035757; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     244.0;       7.0;       1.4;       0.0;       0.0;  0.090667;       0.0;  2.339333;     1.264;  1.133333; -0.008994;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     244.0;       8.0;      1.45;      0.68;       0.0;  0.019533;       0.0;  2.413667;    1.1625;  1.416667;  0.015893; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
     244.0;       9.0;      1.45;      0.68;       0.0;  0.019533;       0.0;  2.413667;    1.1625;  1.416667;  0.022324; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
     244.0;      10.0;      1.33;       0.4;      0.45; -0.132033;      1.08;     1.857;  0.851833;  1.383333; -0.087462;   10.6745;  0.073333;  0.107667;  0.217667;  0.218333;  0.382833
     244.0;      11.0;       1.4;       0.4;      0.45;    -0.199;      1.08;     2.282;     0.772;       1.1; -0.046702;  8.672667;  0.133333;  0.141333;  0.217667;  0.218333;  0.341333
     244.0;      12.0;      1.33;       0.4;      0.45; -0.132033;      1.08;     1.857;  0.851833;  1.383333; -0.088175;   10.6745;  0.073333;  0.107667;  0.217667;  0.218333;  0.382833
     244.0;      13.0;      1.32;       0.9;       1.4; -0.000967;      6.18;     2.883;  0.965667;  1.366667; -0.060921; 11.007167;    0.1185;  0.096167;       0.1;     0.101;    0.0905
     244.0;      14.0;       1.4;       0.4;      0.45; -0.447567;     6.015;    2.7555;  0.932667;  1.366667; -0.112456; 11.007167;     0.129;  0.166167;    0.2705;    0.2715;     0.492
     244.0;      15.0;       0.0;       0.4;      0.45;  -0.00995;      6.18;    2.5905;    1.0455;      1.65; -0.095561;    13.009;    0.0585;    0.0625;       0.1;     0.101;     0.132
     244.0;      16.0;      1.38;       0.0;       0.0;   -0.2035;       0.0;     2.753;     1.061;       1.7;  0.048717;    12.011;       0.0;       0.0;       0.0;       0.0;     0.499
     244.0;      17.0;       0.0;       0.4;      0.45;  -0.45655;     6.015;     2.463;    1.0125;      1.65; -0.158542;    13.009;     0.069;    0.1325;    0.2705;    0.2715;    0.5335
     245.0;       1.0;       0.0;       0.0;       0.0;   0.21615;       0.0;    3.7545;    1.5915;      2.55; -0.085795;   18.0165;    -0.104;    -0.075;     0.007;       0.0;    0.5705
     245.0;       2.0;      1.38;       0.0;       0.0;   -0.0297;       0.0;     2.628;     1.061;       1.7; -0.022541;    12.011;       0.0;       0.0;       0.0;       0.0;     0.499
     245.0;       3.0;      1.33;       0.4;      0.45; -0.207983;      1.08;    1.9895;  0.851833;  1.383333; -0.100807;   10.6745;  0.073333;  0.107667;  0.217667;  0.218333;  0.382833
     245.0;       4.0;      1.33;       0.4;      0.45; -0.207983;      1.08;    1.9895;  0.851833;  1.383333; -0.098261;   10.6745;  0.073333;  0.107667;  0.217667;  0.218333;  0.382833
     245.0;       5.0;       1.4;       0.4;      0.45;   -0.1746;      1.08;  1.523333;     0.675;       1.1; -0.095264;  8.672667;     0.103;  0.119667;  0.221333;     0.225;     0.283
     245.0;       6.0;      1.38;       0.0;       0.0;  -0.12755;       0.0;    2.6205;     1.061;       1.7; -0.001141;    12.011;       0.0;       0.0;       0.0;       0.0;     0.499
     245.0;       7.0;      1.45;      0.68;       0.0;  0.019533;       0.0;  2.413667;    1.1625;  1.416667; -0.000849; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
     245.0;       8.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.022188; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     245.0;       9.0;       0.0;       0.0;       0.8;  0.357183;     14.12;  4.515167;     1.982;  1.466667; -0.072516; 20.037167;      0.06;  0.033667;       0.0;       0.0;     0.208
     245.0;      10.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.049733;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     245.0;      11.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.030136;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     245.0;      12.0;       0.0;       0.0;       0.8;    0.3909;     14.12;    5.0205;     2.298;      1.75; -0.078967;    22.039;     0.034;     0.025;    0.0055;     0.006;    0.2345
     245.0;      13.0;      1.45;       0.0;       0.0;  0.003683;       0.0;  2.161833;  0.884167;  1.416667; -0.011867; 10.009167;  0.029667;     0.012;  0.003667;  0.006667;  0.399167
     245.0;      14.0;      1.45;       0.0;       0.0; -0.094167;       0.0;  2.154333;  0.884167;  1.416667; -0.001239; 10.009167;  0.029667;     0.012;  0.003667;  0.006667;  0.399167
     245.0;      15.0;      1.38;       0.0;       0.0;   0.04625;       0.0;    2.4955;     1.061;       1.7; -0.027727;    12.011;       0.0;       0.0;       0.0;       0.0;     0.499
     245.0;      16.0;      1.45;      0.68;       0.0;  0.019533;       0.0;  2.413667;    1.1625;  1.416667;  -0.01217; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
     245.0;      17.0;       1.4;       0.0;       0.0;  0.226567;       0.0;     2.454;     1.264;  1.133333;  0.038568;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     245.0;      18.0;       1.4;       0.0;       0.0;  0.090667;       0.0;  2.339333;     1.264;  1.133333; -0.014136;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     245.0;      19.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.468152; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
     245.0;      20.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.029554; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     245.0;      21.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.039108;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     245.0;      22.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.058369;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     245.0;      23.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.042411; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     245.0;      24.0;      1.45;      0.68;       0.0;  0.019533;       0.0;  2.413667;    1.1625;  1.416667; -0.019065; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
     246.0;       1.0;       0.0;       0.4;      0.45; -0.309733;      1.08;     3.366;  1.382333;  2.233333; -0.115056;     16.68; -0.030667;  0.032667;  0.224667;  0.218333;  0.454333
     246.0;       2.0;       0.0;       0.4;      0.45; -0.309733;      1.08;     3.366;  1.382333;  2.233333; -0.115056;     16.68; -0.030667;  0.032667;  0.224667;  0.218333;  0.454333
     246.0;       3.0;      1.33;       0.4;      0.45; -0.132033;      1.08;     1.857;  0.851833;  1.383333; -0.090358;   10.6745;  0.073333;  0.107667;  0.217667;  0.218333;  0.382833
     246.0;       4.0;      1.45;      0.68;       0.0;  0.019533;       0.0;  2.413667;    1.1625;  1.416667;   5.4e-05; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
     246.0;       5.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.039808; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     246.0;       6.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.039808; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     246.0;       7.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.053973;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     246.0;       8.0;       1.4;       0.0;       0.0;  0.169483;       0.0;  2.976333;      1.58;  1.416667; -0.019658; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     246.0;       9.0;      1.46;       0.0;       0.0;  0.180867;       0.0;  2.602667;     1.264;  1.133333;  0.052711;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     246.0;      10.0;       1.4;       0.0;       0.0;  0.169483;       0.0;  2.976333;      1.58;  1.416667; -0.019658; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     246.0;      11.0;      1.34;       0.0;       1.4; -0.071517;     6.445;  2.402333;     1.147;  1.366667; -0.067232; 11.007167;     0.083;  0.145167;    0.1605;      0.15;     0.495
     246.0;      12.0;      1.34;       0.0;       1.4; -0.017533;  1.643333;  2.035333;  0.995333;       1.1; -0.060276;  8.672667;  0.087667;     0.122;  0.130667;  0.112667;  0.472667
     246.0;      13.0;      1.34;       0.0;       1.4;  -0.06345;     6.445;  2.549667;     1.147;  1.366667; -0.084133; 11.007167;     0.123;  0.151833;  0.166833;     0.156;     0.535
     246.0;      14.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667;  0.012932; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
     246.0;      15.0;       1.4;       0.0;       0.0;     0.197;       0.0;  2.897333;     1.264;  1.133333;  0.057129;  8.007333;       0.2;  0.080667;  0.012667;     0.012;     0.496
     246.0;      16.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.046652;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     246.0;      17.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.053172;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
